dlf-0.0 -- Crop (defined in 'log-std.dai').

VERSION: 6.45
LOGFILE: crop.csv
RUN: Thu Aug  8 10:52:45 2024

COLUMN: *
CROP: *
INTERVAL: box none

LOG: Crop development and production.

SIMFILE: h:\From_SCIENCE\Documents\Teaching\Daisy_Summer_Course_2023\Exercise3_1_mod\Exercise\Setup.dai
SIM: Simulation with spring barley

--------------------
year	month	mday	hour	DS	Height	LAI	Depth	WLeaf	WDead	WStem	WSOrg	WRoot	Fixated	NLeaf	NDead	NStem	NSOrg	NRoot	water_stress	nitrogen_stress	Phenology
				DS	cm	m^2/m^2	cm	Mg DM/ha	Mg DM/ha	Mg DM/ha	Mg DM/ha	Mg DM/ha	kg N/ha	kg N/ha	kg N/ha	kg N/ha	kg N/ha	kg N/ha			
2019	5	5	0	0.286093	10.3802	0.61215	-25.1309	0.187204	0	0.115286	0	0.243476	0	10.1366	0	2.2995	0	4.30139	0	0	14
2019	5	6	0	0.295437	10.641	0.656447	-26.1096	0.203534	0	0.125853	0	0.259445	0	10.972	0	2.50746	0	4.55943	0	0	22
2019	5	7	0	0.303408	10.9789	0.710888	-26.8	0.222296	0	0.137992	0	0.27745	0	11.9493	0	2.74959	0	4.85868	0	0	22
2019	5	8	0	0.311359	11.3622	0.773035	-27.4322	0.242924	0	0.15134	0	0.296847	0	13.02	0	3.01561	0	5.17969	0	0	22
2019	5	9	0	0.326566	11.784	0.841137	-28.1187	0.265362	0	0.165859	0	0.317126	0	14.1416	0	3.30466	0	5.49479	0	0	22
2019	5	10	0	0.343304	12.2432	0.911349	-28.8171	0.291666	0	0.182879	0	0.339915	0	15.4356	0	3.64083	0	5.84003	0	0	23
2019	5	11	0	0.356836	12.7855	0.993292	-29.551	0.320979	0	0.201846	0	0.36441	0	16.9154	0	4.02246	0	6.2274	0	0	24
2019	5	12	0	0.369035	13.3794	1.08402	-30.5434	0.358644	0	0.226218	0	0.395009	0	18.7848	0	4.50014	0	6.70109	0	0	25
2019	5	13	0	0.3848	14.1611	1.20494	-31.5703	0.410067	0	0.259491	0	0.435283	0	21.3398	0	5.15908	0	7.32601	0	0	25
2019	5	14	0	0.400731	15.2183	1.36628	-32.5397	0.471096	0	0.298981	0	0.481087	0	24.3682	0	5.94443	0	8.03643	0	0	26
2019	5	15	0	0.416224	16.4682	1.55548	-33.5192	0.531921	0	0.338338	0	0.524627	0	27.3773	0	6.7345	0	8.70812	0	0	26
2019	5	16	0	0.437255	17.7033	1.73913	-34.491	0.607634	0	0.387329	0	0.575821	0	30.9826	0	7.69812	0	9.44904	0	0	30
2019	5	17	0	0.462557	19.2688	1.9653	-35.4289	0.708889	0	0.452847	0	0.639723	0	35.7658	0	8.99242	0	10.3614	0	0	30
2019	5	18	0	0.485022	21.3541	2.26084	-36.3922	0.787707	0	0.503847	0	0.685522	0	39.5168	0	10.044	0	11.0187	0	0	30
2019	5	19	0	0.500616	22.9164	2.47077	-37.4113	0.877131	0	0.561709	0	0.734947	0	43.6352	0	11.1667	0	11.6938	0	0	30
2019	5	20	0	0.527857	24.7857	2.73223	-38.5929	1.01345	0	0.649915	0	0.804675	0	49.835	0	12.9083	0	12.6194	0	0	30
2019	5	21	0	0.555946	27.5934	3.1161	-39.8648	1.16847	0	0.750223	0	0.876274	0	56.8265	0	14.906	0	13.5515	0	0	30
2019	5	22	0	0.581203	30.763	3.54029	-41.3622	1.30125	0	0.836136	0	0.931033	0	62.7678	0	16.6594	0	14.2458	0	0	31
2019	5	23	0	0.591232	33.4216	3.88224	-43.0426	1.38623	0	0.891128	0	0.962973	0	66.6579	0	17.7786	0	14.6741	0	0	31
2019	5	24	0	0.614707	35.1279	4.10962	-44.8468	1.50965	0	0.977377	0.000209716	1.00779	0	71.7555	0	19.4512	0.00501664	15.1371	0	0	31
2019	5	25	0	0.639975	37.9192	4.42896	-46.5565	1.65779	0	1.0953	0.000933506	1.05932	0	78.0095	0	21.8142	0.0223415	15.7082	0	0	31
2019	5	26	0	0.664872	41.6369	4.79491	-48.0877	1.80328	0	1.2273	0.00217536	1.10669	0	83.9407	0	24.4331	0.0520484	16.1861	0	0	31
2019	5	27	0	0.688537	45.8363	5.14682	-49.6012	1.89881	0.00547246	1.34391	0.00358553	1.14011	0	87.6338	0.0449704	26.8141	0.085916	16.4903	0	0	31
2019	5	28	0	0.707671	48.509	5.33934	-51.0959	1.95214	0.0186179	1.45431	0.00514519	1.1657	0	89.352	0.152551	29.0172	0.123289	16.6827	0	0	31
2019	5	29	0	0.728051	49.8293	5.42952	-52.584	2.00161	0.0362225	1.59125	0.0073414	1.19312	0	90.7901	0.295916	31.7421	0.175888	16.8782	0	0	31
2019	5	30	0	0.749685	51.2356	5.50348	-54.0987	2.05339	0.0577401	1.76701	0.0104855	1.22575	0	92.2512	0.470202	35.2461	0.251205	17.1277	0	0	32
2019	5	31	0	0.774378	52.7283	5.57595	-55.6051	2.05963	0.0831438	1.92148	0.0143094	1.24872	0	91.6176	0.674823	38.3898	0.34319	17.2248	0	0	33
2019	6	1	0	0.794524	54.4321	5.50682	-57.0309	2.06194	0.106309	2.08024	0.0190988	1.26886	0	90.8263	0.860551	41.5154	0.457715	17.2835	0	0	33
2019	6	2	0	0.820064	55.8221	5.45221	-58.4062	2.06897	0.127823	2.27433	0.0260941	1.29095	0	90.0989	1.03189	45.4013	0.625476	17.3251	0	0	37
2019	6	3	0	0.847865	57.5844	5.38754	-59.8532	2.08313	0.147325	2.52833	0.0367216	1.31754	0	89.5127	1.18613	50.4262	0.879688	17.3781	0	0	37
2019	6	4	0	0.880795	59.5027	5.33638	-61.3918	2.09466	0.165507	2.81701	0.0541402	1.34395	0	88.6611	1.32873	56.2109	1.29738	17.38	0	0	37
2019	6	5	0	0.90732	61.7749	5.25721	-62.9886	2.10312	0.181053	3.11217	0.0765205	1.36681	0	87.8956	1.44981	62.0844	1.83336	17.3833	0	0	43
2019	6	6	0	0.938221	63.6051	5.21632	-64.6552	2.10942	0.195512	3.46478	0.109228	1.3919	0	86.8375	1.56153	69.0829	2.61611	17.3534	0	0	43
2019	6	7	0	0.972498	65.7373	5.23201	-66.4187	2.09861	0.211249	3.87127	0.154149	1.41716	0	84.9774	1.68205	77.2133	3.69281	17.2854	0	0	47
2019	6	8	0	0.988577	68.1024	5.22043	-68.22	2.07034	0.226769	4.17133	0.189793	1.42752	0	83.2225	1.80034	83.3007	4.55044	17.2431	0	0	47
2019	6	9	0	1.00992	69.2118	5.16785	-70.0555	2.03828	0.240644	4.33011	0.238439	1.43042	0	81.2842	1.90573	86.0779	5.71834	17.1242	0	0	47
2019	6	10	0	1.03744	70	5.11101	-72.0036	2.00822	0.253244	4.48675	0.354883	1.43565	0	79.509	2.00111	87.9067	8.50757	17.1012	0	0	55
2019	6	11	0	1.06481	70	5.0631	-73.9263	1.97588	0.264956	4.59334	0.525488	1.43698	0	77.6987	2.08941	88.7646	12.5998	17.0417	0	0	55
2019	6	12	0	1.09472	70	5.01902	-75.8169	1.9401	0.276048	4.65149	0.761891	1.43521	0	75.6998	2.17273	88.4732	18.2645	16.9319	0	0	55
2019	6	13	0	1.12502	70	4.97784	-77.6893	1.90294	0.287209	4.69699	1.04171	1.43249	0	73.6658	2.25622	87.9015	24.9692	16.8112	0	0	59
2019	6	14	0	1.15412	70	4.93764	-79.5368	1.8625	0.299339	4.742	1.37361	1.43029	0	71.5485	2.34658	87.3441	32.9186	16.6995	0	0	61
2019	6	15	0	1.18376	70	4.89486	-81.3999	1.81888	0.312427	4.78266	1.76143	1.4281	0	69.3308	2.44367	86.6729	42.2109	16.589	0	0	61
2019	6	16	0	1.21374	70	4.84845	-83.282	1.77243	0.326361	4.78475	2.07436	1.41711	0	67.0672	2.54664	85.3701	49.7457	16.3877	0	0	61
2019	6	17	0	1.24297	70	4.77274	-85.1688	1.72369	0.340985	4.77185	2.38891	1.40313	0	64.6998	2.65432	83.7019	57.2677	16.1387	0	0	65
2019	6	18	0	1.27279	70	4.68799	-87.0756	1.67285	0.356236	4.75361	2.77566	1.3895	0	62.286	2.76613	81.9513	66.53	15.8974	0	0	69
2019	6	19	0	1.30358	70	4.60334	-88.9848	1.62008	0.372067	4.72268	3.21796	1.37468	0	59.8157	2.88169	79.9516	77.121	15.6416	0	0	69
2019	6	20	0	1.33657	70	4.51437	-90.901	1.56542	0.388464	4.67379	3.69213	1.35728	0	57.2806	3.00083	77.5844	88.4835	15.3542	0	0	69
2019	6	21	0	1.36761	70	4.4141	-92.8344	1.50937	0.405279	4.61813	4.15139	1.33669	0	54.7701	3.12248	75.2518	99.5098	15.0412	0	0	71
2019	6	22	0	1.39589	70	4.30081	-94.7676	1.45248	0.422345	4.56432	4.56914	1.31321	0	52.3015	3.24546	73.1024	109.539	14.7049	0	0	71
2019	6	23	0	1.42242	70	4.17539	-96.725	1.39518	0.439535	4.51262	4.99424	1.28812	0	49.8635	3.36887	71.0687	119.718	14.3545	0	0	71
2019	6	24	0	1.4498	70	4.04555	-98.7126	1.33762	0.456804	4.46295	5.45236	1.26158	0	47.4369	3.49237	69.0594	130.689	13.989	0	0	71
2019	6	25	0	1.4785	70	3.91016	-100.668	1.27991	0.474118	4.41523	5.91819	1.23314	0	45.024	3.61569	67.0597	141.859	13.6035	0	0	71
2019	6	26	0	1.51149	70	3.76475	-102.612	1.22192	0.491514	4.36939	6.38361	1.20329	0	42.5813	3.73905	64.9259	153.017	13.1952	0	0	75
2019	6	27	0	1.54449	70	3.60167	-102.612	1.16391	0.508918	4.32534	6.82124	1.17367	0	40.1838	3.86188	62.8675	163.545	12.7956	0	0	75
2019	6	28	0	1.57295	70	3.42653	-102.612	1.10647	0.52615	4.28302	7.21796	1.14442	0	37.8856	3.98301	61.0355	173.056	12.4117	0	0	75
2019	6	29	0	1.60395	70	3.25148	-102.612	1.04962	0.543203	4.24236	7.63157	1.11551	0	35.5603	4.10234	59.0054	182.661	12.0133	0	0	75
2019	6	30	0	1.63667	70	3.0659	-102.612	0.993463	0.560052	4.2033	8.0473	1.08694	0	33.1465	4.21959	56.6069	191.405	11.5796	0	0	75
2019	7	1	0	1.66967	70	2.86971	-102.612	0.938172	0.576639	4.16577	8.45783	1.05871	0	30.6658	4.33405	53.882	198.816	11.1128	0	0	75
2019	7	2	0	1.69865	70	2.66623	-102.612	0.884181	0.592836	4.12971	8.78763	1.03088	0	28.4514	4.4448	51.7387	205.031	10.706	0	0	75
2019	7	3	0	1.72503	70	2.46604	-102.612	0.831776	0.608558	4.09507	9.0368	1.00348	0	26.4745	4.55164	50.0803	210.226	10.3511	0	0	85
2019	7	4	0	1.75092	70	2.26948	-102.612	0.781082	0.623766	4.06179	9.26726	0.976537	0	24.6006	4.65449	48.5139	215.035	10.009	0	0	85
2019	7	5	0	1.77624	70	2.07429	-102.612	0.732196	0.638432	4.02981	9.44809	0.950047	0	22.8848	4.75321	47.1998	219.328	9.69716	0	0	85
2019	7	6	0	1.80342	70	1.88114	-102.612	0.68509	0.652564	3.99909	9.62426	0.923996	0	21.2385	4.84803	45.8542	223.554	9.38992	0	0	85
2019	7	7	0	1.82916	70	1.69432	-102.612	0.639874	0.666128	3.96957	9.77661	0.898402	0	19.7046	4.93869	44.6543	227.491	9.09873	0	0	85
2019	7	8	0	1.85594	70	1.58238	-102.612	0.596542	0.679128	3.94122	9.91461	0.873258	0	18.2526	5.02533	43.4733	231.262	8.81568	0	0	85
2019	7	9	0	1.88269	70	1.4751	-102.612	0.55512	0.691555	3.91397	10.0422	0.848565	0	16.8858	5.10791	42.3416	234.95	8.54162	0	0	85
2019	7	10	0	1.91013	70	1.37257	-102.612	0.515598	0.703411	3.8878	10.1881	0.82432	0	15.5601	5.18646	41.1014	238.646	8.262	0	0	87
2019	7	11	0	1.93853	70	1.27475	-102.612	0.477955	0.714704	3.86265	10.3506	0.800514	0	14.2818	5.26097	39.763	242.341	7.9789	0	0	87
2019	7	12	0	1.96724	70	1.18158	-102.612	0.442183	0.725436	3.83849	10.5123	0.777149	0	13.0745	5.33145	38.419	245.908	7.7005	0	0	87
2019	7	13	0	1.99692	70	1.09306	-102.612	0.408254	0.735615	3.81527	10.654	0.754217	0	11.9535	5.39798	37.1184	249.292	7.43314	0	0	87
2019	7	14	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	15	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	16	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	17	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	18	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	19	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.138718	0	89
2019	7	20	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.308506	0	89
2019	7	21	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.519134	0	89
2019	7	22	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.511353	0	89
2019	7	23	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.411333	0	89
2019	7	24	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	25	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.579866	0	89
2019	7	26	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.716931	0	89
2019	7	27	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.796672	0	89
2019	7	28	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.802815	0	89
2019	7	29	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0	0	89
2019	7	30	0	2	70	1.0091	-102.612	0.406896	0.736022	3.81433	10.6592	0.753276	0	11.9124	5.40063	37.1043	249.386	7.42338	0.582161	0	89
2019	7	31	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	0	00.00	00.00	00.00	00.00	00.00	0	0	00.00
2019	8	1	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	2	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	3	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	4	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	5	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	6	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	7	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	8	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	9	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	10	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	11	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	12	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	13	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	14	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	15	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	16	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	17	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	18	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	19	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	20	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	21	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	22	0	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00	00.00
2019	8	23	0	-1	0	0	-5	1e-05	0	0	0	1e-05	0	0	0	0	0	0	0	0	-1
2019	8	24	0	-1	0	0	-5	1e-05	0	0	0	1e-05	0	0	0	0	0	0	0	0	-1
2019	8	25	0	-0.709806	0	0	-5	1e-05	0	0	0	1e-05	0	0	0	0	0	0	0	0	-1
2019	8	26	0	-0.390441	0	0	-5	1e-05	0	0	0	1e-05	0	0	0	0	0	0	0	0	-1
2019	8	27	0	-0.0765276	0	0	-5	1e-05	0	0	0	1e-05	0	0	0	0	0	0	0	0	-1
2019	8	28	0	0.01	1.26471	4.4e-05	-5	0.00179713	0	9.12933e-05	0	0.000680639	0	1.23454	0	0.0761102	0	0.689224	0	0	0
2019	8	29	0	0.0385093	1.26471	0.00842292	-7.2576	0.00466031	0	0.000237554	0	0.0019133	0	1.2442	0	0.0733386	0	0.681907	0	0	0
2019	8	30	0	0.0643731	2.01936	0.0210176	-9.55828	0.00744081	0	0.000379593	0	0.0032661	0	1.26121	0	0.070936	0	0.666587	0	0	0
2019	8	31	0	0.0874788	2.70399	0.0332608	-11.9673	0.0106787	0	0.000544993	0	0.005016	0	1.28836	0	0.0685658	0	0.640859	0	0	0
2019	9	1	0	0.112769	3.31561	0.0476363	-14.3617	0.0150809	1.91636e-07	0.000769972	0	0.007674	0	1.33512	1.99782e-05	0.0659585	0	0.595345	0	0	0
2019	9	2	0	0.136089	3.98507	0.067307	-16.5615	0.0201846	9.56483e-07	0.00103108	0	0.0110741	0	1.40184	7.98601e-05	0.0637347	0	0.528978	0	0	0
2019	9	3	0	0.152363	4.60237	0.0897661	-18.7375	0.0269022	2.43712e-06	0.00137499	0	0.0158735	0	1.60715	0.000139275	0.0683037	0	0.517388	0	0	0
2019	9	4	0	0.171748	5.03314	0.119824	-20.838	0.0346626	5.12256e-06	0.00177279	0	0.0218694	0	2.08671	0.000150016	0.0890847	0	0.728551	0	0	0
2019	9	5	0	0.189476	5.54627	0.154123	-22.6313	0.0440041	9.41562e-06	0.00225218	0	0.0296301	0	2.62771	0.000167189	0.111807	0	0.964606	0	0	0
